-2.10672,0,-0.19978,-0.08032,-0.74336,0.05836,-0.02259,0.0430701,-0.621,-0.01804,-0.09459,-0.24429,-0.84336,-2.03832,-0.01051,0.45339,-0.93128,-2.6026,-0.56316,0.60835,-0.637,-0.04315,R
-2.02752,-0.05836,-0.19978,-0.12048,-0.59792,-0.01459,0.00753,0.0140125,-0.552,-0.25256,-0.13663,-0.210488,-0.84336,-2.03832,0.03153,0.413752,-0.93128,-2.5298,-0.47424,0.568712,-0.7098,-0.04315,R
-2.12256,0.01459,-0.24259,-0.1004,-0.79184,0.13131,-0.01506,0.0915176,-0.77625,-0.05412,-0.13663,-0.254212,-0.94878,-1.91316,0.07357,0.425108,-0.8315,-2.548,-0.494,0.603908,-1.1739,-0.04315,R
-2.15424,-0.05836,-0.18551,-0.1255,-0.79184,0.16049,0.03765,0.122401,-0.81075,-0.19844,-0.09459,-0.250269,-1.00149,-1.8774,0.07357,0.386211,-0.91465,-2.5844,-0.35568,0.559051,-1.2376,-0.03452,R
-2.1384,-0.04377,-0.17124,-0.14558,-0.82416,0.1459,0.03765,0.139778,-0.828,-0.21648,-0.09459,-0.241872,-1.00149,-1.73436,0.03153,0.351768,-0.8315,-2.4206,-0.32604,0.506728,-1.2012,-0.03452,R
-2.12256,-0.02918,-0.17124,-0.13052,-0.85648,0.08754,0,0.0695539,-0.84525,-0.21648,-0.09459,-0.226786,-1.03663,-1.89528,0.07357,0.391334,-0.96454,-2.4934,-0.31616,0.570134,-1.0829,-0.04315,R
-2.04336,0.01459,-0.12843,-0.13052,-0.85648,0.11672,0.0753,0.0876131,-0.8625,-0.28864,-0.1051,-0.226687,-1.03663,-1.57344,0.03153,0.373073,-0.84813,-2.2932,-0.1976,0.522073,-1.1921,-0.04315,R
-2.04336,-0.01459,-0.25686,-0.10542,-0.77568,-0.01459,-0.03012,0.0617781,-0.8625,-0.19844,-0.14714,-0.212112,-1.03663,-1.84164,0.08408,0.369288,-1.03106,-2.4752,-0.31616,0.577888,-1.0192,-0.05178,R
-2.1384,0,-0.12843,-0.1506,-0.95344,0.1459,0.06024,0.146685,-0.94875,-0.28864,-0.1051,-0.225985,-1.10691,-1.64496,0.09459,0.312575,-0.9978,-2.3842,-0.15808,0.515215,-1.3286,-0.05178,R
-2.1384,-0.07295,-0.12843,-0.17068,-0.87264,0.05836,0.09036,0.158827,-0.966,-0.34276,-0.06306,-0.213843,-1.01906,-1.48404,0.1051,0.275757,-0.89802,-2.3296,-0.11856,0.424757,-1.1193,-0.05178,R
-2.12256,-0.02918,-0.27113,-0.12048,-1.06656,0.17508,0.09036,0.193769,-1.2075,-0.32472,-0.06306,-0.219311,-1.10691,-1.68072,0.02102,0.251929,-0.94791,-2.548,-0.16796,0.418809,-1.3559,-0.05178,R
-2.1384,0.04377,-0.21405,-0.10542,-1.06656,0.10213,0.06777,0.151392,-1.1385,-0.41492,-0.05255,-0.203318,-1.10691,-1.46616,0.06306,0.261802,-0.86476,-2.457,-0.02964,0.464442,-1.5743,-0.05178,R
-1.83744,0.10213,-0.15697,-0.13052,-0.27472,-0.01459,-0.01506,-0.254863,-0.1035,-0.0902,-0.07357,-0.196493,-0.93121,-1.41252,0.05255,0.654187,-0.79824,-1.911,-0.16796,0.838947,-1.1466,-0.07767,R
-2.0592,0.01459,-0.19978,-0.13554,-0.87264,0.05836,0.05271,0.0911435,-0.8625,-0.39688,-0.07357,-0.209686,-0.93121,-1.6986,0.04204,0.334994,-0.76498,-2.4388,-0.2964,0.495914,-1.1921,-0.04315,R
-2.1384,-0.02918,-0.07135,-0.11546,-0.69488,-0.02918,0.08283,0.0461056,-0.46575,-0.39688,-0.04204,-0.241254,-0.91364,-1.788,0.08408,0.444186,-0.73172,-2.4024,-0.5434,0.545506,-1.183,-0.06904,R
-2.15424,-0.02918,-0.01427,-0.15562,-0.82416,0.01459,0.09036,0.116638,-0.70725,-0.48708,-0.04204,-0.220112,-0.86093,-1.71648,0.08408,0.330688,-0.6652,-2.4752,-0.45448,0.437968,-1.456,-0.06904,R
-2.10672,-0.01459,-0.01427,-0.13052,-0.87264,0.07295,0.08283,0.114438,-0.828,-0.37884,-0.08408,-0.213332,-1.01906,-1.8774,-0.1051,0.319108,-0.78161,-1.8928,-0.17784,0.408508,-1.1921,-0.06904,R
-1.98,-0.01459,-0.4281,-0.14558,-0.93728,0.07295,0.05271,0.0843906,-1.05225,-0.23452,-0.11561,-0.207459,-1.12448,-1.44828,0.05255,0.337221,-0.93128,-2.0748,-0.22724,0.527941,-1.0738,-0.03452,R
-1.99584,-0.01459,-0.41383,-0.11044,-1.00192,0.08754,0.06024,0.12184,-1.12125,-0.34276,-0.03153,-0.18348,-1.01906,-1.46616,0.06306,0.25104,-0.76498,-2.2204,-0.20748,0.41196,-1.2831,-0.01726,R
-2.04336,0.01459,-0.47091,-0.12048,-0.79184,-0.01459,0.03012,0.0440598,-0.84525,-0.1804,-0.11561,-0.21636,-1.01906,-1.44828,0.06306,0.39564,-0.69846,-2.2932,-0.33592,0.56252,-1.3286,-0.05178,R
-2.02752,-0.01459,-0.84193,-0.0753,-1.08272,0,0,0.0889438,-1.15575,-0.39688,-0.07357,-0.202906,-1.08934,-1.64496,0.07357,0.323414,-0.8315,-2.457,-0.15808,0.537974,-1.2467,0.01726,R
-1.98,0.04377,-0.29967,-0.09036,-0.58176,-0.04377,0.02259,0.00577488,-0.345,-0.39688,-0.07357,-0.250155,-0.91364,-1.85952,0.07357,0.502605,-0.89802,-2.366,-0.57304,0.669485,-0.819,-0.06904,R
-1.96416,0.02918,-0.27113,-0.11044,-0.8888,0.08754,0.06024,0.0871182,-0.7935,-0.25256,-0.11561,-0.240652,-1.12448,-1.6092,0.03153,0.401948,-0.98117,-2.2386,-0.31616,0.592668,-1.1466,-0.06904,R
-2.07504,0.01459,-0.54226,-0.09036,-1.03424,0.08754,0.06024,0.116825,-1.035,-0.23452,-0.07357,-0.242375,-1.15962,-1.64496,0.11561,0.375745,-0.93128,-2.3842,-0.25688,0.578385,-1.365,-0.03452,R
-2.1384,-0.01459,-0.25686,-0.11546,-0.85648,0.16049,0.06024,0.0715997,-0.759,-0.23452,-0.11561,-0.25168,-1.21233,-1.73436,0.12612,0.43988,-1.01443,-2.4206,-0.25688,0.68424,-1.3104,-0.02589,R
-1.96416,0,-0.07135,-0.14558,-0.58176,0.1459,0.05271,-0.0239315,-0.56925,-0.0902,-0.11561,-0.248432,-1.0542,-1.18008,0.05255,0.528808,-0.89802,-1.8382,-0.11856,0.773168,-1.274,-0.06041,R
-2.04336,0,-0.24259,-0.11044,-0.75952,0.08754,-0.00753,-0.0686616,-0.67275,-0.03608,-0.11561,-0.243772,-1.15962,-1.82376,0.04204,0.564068,-1.04769,-2.2204,-0.38532,0.784588,-1.1375,-0.01726,R
-2.02752,0.01459,-0.38529,-0.11546,-0.79184,0.11672,0.03765,0.0277054,-0.74175,-0.12628,-0.1051,-0.237205,-1.14205,-1.57344,0.08408,0.454355,-0.88139,-2.2386,-0.53352,0.621235,-1.4287,-0.05178,R
-2.01168,0.04377,-0.25686,-0.11546,-0.50096,0.07295,0.02259,-0.222957,-0.4485,-0.03608,-0.11561,-0.204997,-1.12448,-1.62708,0.04204,0.639563,-0.94791,-2.002,-0.21736,0.848163,-1.2012,-0.07767,R
-1.98,0.02918,-0.24259,-0.13554,-0.6464,0.17508,0.03765,-0.0553427,-0.70725,-0.01804,-0.07357,-0.225963,-1.14205,-1.44828,0.09459,0.514557,-0.94791,-2.0202,-0.16796,0.705277,-1.1648,-0.07767,R
-2.04336,0.01459,-0.61361,-0.07028,-0.69488,-0.07295,0.00753,-0.0193782,-0.60375,-0.25256,-0.07357,-0.243878,-1.07177,-1.80588,0.09459,0.515002,-0.74835,-2.5116,-0.67184,0.675922,-1.2285,-0.04315,R
-2.12256,0.01459,-0.19978,-0.12048,-0.75952,0.10213,0.00753,0.0639778,-0.8625,-0.03608,-0.07357,-0.218892,-1.07177,-1.77012,0.1051,0.380868,-0.84813,-2.2568,-0.57304,0.565628,-1.3377,-0.05178,R
-2.12256,-0.02918,-0.25686,-0.11546,-0.79184,0.08754,0.04518,0.0476234,-0.7935,-0.10824,-0.07357,-0.239737,-1.21233,-1.82376,0.11561,0.439583,-0.84813,-2.1476,-0.31616,0.612423,-1.3832,-0.04315,R
-2.12256,-0.01459,-0.49945,-0.08032,-0.69488,0,-0.03012,0.0219754,-0.621,-0.16236,-0.06306,-0.247425,-1.19476,-1.8774,0.11561,0.480855,-0.79824,-2.4206,-0.73112,0.743095,-1.3377,-0.07767,R
-1.99584,0,-0.25686,-0.1255,-0.7272,0.13131,0.04518,-0.0703664,-0.4485,-0.07216,-0.11561,-0.223026,-0.98392,-1.35888,0.04204,0.523614,-0.78161,-2.1294,-0.18772,0.690494,-1.1557,-0.07767,R
-2.09088,0,-0.11416,-0.16566,-0.82416,0.20426,0.05271,0.0379888,-0.7935,-0.07216,-0.1051,-0.222431,-1.14205,-1.55556,0.03153,0.414049,-0.8315,-2.2386,-0.25688,0.509409,-1.0829,-0.07767,R
-2.12256,-0.01459,-0.11416,-0.16566,-0.77568,0.23344,0.06024,0.122368,-0.84525,-0.07216,-0.06306,-0.209892,-1.00149,-1.48404,0.07357,0.304188,-0.6652,-2.2932,-0.36556,0.435308,-1.4378,-0.11219,R
