-1.69488,0.17508,-0.08562,-0.26104,-0.54944,-0.45229,-0.06024,0.0479858,-0.7935,-0.79376,-0.18918,-0.0642642,-0.42168,-0.96552,-0.36785,0.0826158,-0.74835,-1.911,-0.8398,0.326976,-0.7644,-0.06904,3
-2.31264,0.17508,0.02854,-0.11546,-0.17776,-0.27721,-0.06024,-0.0626899,-0.276,-0.05412,-0.09459,-0.11657,-0.43925,-0.25032,-0.04204,0.29959,-0.74835,-1.8382,-1.01764,0.61547,-1.6562,-0.06904,3
-2.2176,0.24803,-0.12843,-0.11044,-0.01616,-0.35016,-0.0753,-0.0601493,0,-0.03608,-0.06306,-0.127499,-0.38654,-0.19668,-0.04204,0.319261,-0.74835,-1.6744,-0.90896,0.682821,-1.6744,-0.06904,3
-2.12256,0.16049,0.04281,-0.2008,-0.19392,-0.4377,-0.04518,0.00666528,-0.32775,-0.01804,-0.1051,-0.101095,-0.40411,-0.14304,-0.06306,0.198785,-0.8315,-1.8018,-0.48412,0.490825,-1.1193,-0.06904,3
-2.20176,0.21885,-0.04281,-0.16064,-0.27472,-0.26262,-0.10542,0.0490086,-0.50025,-0.01804,-0.06306,-0.0767114,-0.47439,-0.12516,-0.12612,0.106889,-0.76498,-1.6926,-0.48412,0.375089,-1.0647,-0.06904,3
-2.2968,0.21885,0.01427,-0.13554,-0.21008,-0.2918,-0.09789,-0.030289,-0.18975,0.05412,-0.07357,-0.111109,-0.50953,-0.0894,-0.13663,0.256091,-0.89802,-1.638,-0.42484,0.631571,-1.1921,-0.06904,3
-2.32848,0.21885,-0.02854,-0.1004,-0.17776,-0.18967,-0.12048,-0.0713016,-0.069,0,-0.1051,-0.111712,-0.38654,-0.14304,-0.13663,0.298328,-0.76498,-1.7836,-1.06704,0.685728,-1.5561,-0.06904,3
-2.20176,0.20426,-0.08562,-0.19076,-0.37168,-0.35016,-0.08283,-0.00179248,-0.53475,-0.12628,-0.11561,-0.0781225,-0.5271,-0.19668,-0.08408,0.160558,-0.84813,-1.729,-0.46436,0.476438,-1.1193,-0.06904,3
-2.26512,0.21885,-0.15697,-0.1255,-0.1616,-0.40852,-0.10542,-0.0795723,-0.15525,-0.01804,-0.08408,-0.111002,-0.49196,-0.21456,-0.08408,0.305158,-0.81487,-1.3286,-0.43472,0.686598,-1.4742,-0.07767,3
-2.1384,0.21885,0.01427,-0.19076,-0.35552,-0.36475,-0.06777,-0.00111056,-0.56925,-0.14432,-0.09459,-0.0864206,-0.49196,-0.30396,-0.08408,0.176739,-0.94791,-1.7836,-0.47424,0.421099,-0.8827,-0.07767,3
-2.26512,0.24803,0.01427,-0.10542,-0.19392,-0.2918,-0.09036,-0.0755139,-0.276,0.07216,-0.13663,-0.120414,-0.56224,-0.07152,-0.14714,0.320226,-0.94791,-1.5834,-0.58292,0.731466,-1.5652,-0.06041,3
-2.28096,0.26262,0.02854,-0.11546,-0.12928,-0.33557,-0.09789,-0.055937,-0.25875,0.01804,-0.09459,-0.118797,-0.57981,-0.10728,-0.12612,0.297363,-0.93128,-1.6016,-0.65208,0.684763,-1.5197,-0.09493,3
-2.17008,0.24803,-0.05708,-0.18072,-0.14544,-0.40852,-0.09789,-0.00160544,-0.2415,-0.07216,-0.09459,-0.100385,-0.47439,-0.16092,-0.1051,0.205615,-0.64857,-1.7472,-0.60268,0.479775,-1.4014,-0.05178,3
-2.24928,0.18967,-0.2854,-0.11044,-0.09696,-0.52524,-0.16566,-0.0311248,-0.22425,0.03608,-0.13663,-0.120925,-0.42168,-0.12516,-0.17867,0.276875,-0.81487,-1.7654,-1.11644,0.640435,-1.6016,-0.0863,3
-2.24928,0.24803,-0.07135,-0.1506,-0.11312,-0.4377,-0.10542,-0.0264176,-0.2415,-0.03608,-0.1051,-0.0982576,-0.45682,-0.0894,-0.14714,0.226102,-0.81487,-1.729,-0.67184,0.559862,-1.3195,-0.0863,3
-2.24928,0.17508,-0.19978,-0.16566,-0.12928,-0.51065,-0.12801,0.0150899,-0.3105,-0.01804,-0.1051,-0.0836901,-0.43925,-0.12516,-0.12612,0.15499,-0.6652,-1.729,-0.6422,0.42915,-1.3559,-0.05178,3
-2.31264,0.23344,-0.08562,-0.13052,-0.17776,-0.35016,-0.10542,-0.0709606,-0.207,0.03608,-0.12612,-0.115861,-0.47439,-0.14304,-0.13663,0.306419,-0.74835,-1.8018,-1.06704,0.723619,-1.5834,-0.0863,3
-2.31264,0.21885,-0.08562,-0.13554,-0.0808,-0.30639,-0.16566,-0.087843,-0.05175,0,-0.16816,-0.110293,-0.43925,-0.1788,-0.11561,0.311987,-0.8315,-1.7472,-1.19548,0.711307,-1.5197,-0.0863,3
-2.2968,0.21885,0,-0.11546,-0.01616,-0.27721,-0.1506,-0.0713016,-0.01725,-0.03608,-0.15765,-0.111712,-0.42168,-0.0894,-0.13663,0.298328,-0.74835,-1.8564,-1.25476,0.703608,-1.5925,-0.0863,3
-2.2968,0.21885,-0.01427,-0.13052,-0.06464,-0.37934,-0.14307,-0.0653845,0.08625,-0.03608,-0.13663,-0.123754,-0.38654,-0.1788,-0.13663,0.316886,-0.71509,-1.8382,-0.97812,0.716206,-1.5288,-0.0863,3
-2.2176,0.21885,0.04281,-0.12048,0.01616,-0.2918,-0.10542,-0.0805621,0.12075,0.03608,-0.09459,-0.138932,-0.38654,-0.14304,-0.07357,0.362908,-0.81487,-1.8018,-0.8398,0.768188,-1.5834,-0.0863,3
-2.20176,0.23344,0.12843,-0.14056,0.01616,-0.35016,-0.0753,-0.0721374,-0.1035,0,-0.09459,-0.121527,-0.49196,-0.14304,-0.09459,0.319113,-0.93128,-1.638,-0.50388,0.742273,-1.4469,-0.0863,3
-2.28096,0.23344,0.11416,-0.1255,-0.01616,-0.23344,-0.10542,-0.12328,-0.08625,0.03608,-0.13663,-0.11879,-0.49196,-0.0894,-0.08408,0.36469,-0.91465,-1.6926,-0.7904,0.81169,-1.5834,-0.0863,3
