-0.93456,0.07295,-0.21405,-0.64256,-1.16352,-0.27721,-0.11295,0.0795509,-1.7595,-1.78596,-0.58856,-0.0686191,-1.14205,-1.94892,-0.75672,0.0599009,-1.13084,-2.366,-1.31404,0.107581,0.0455,-0.09493,7
-0.93456,0.07295,-0.21405,-0.64256,-1.16352,-0.27721,-0.11295,0.0856219,-1.7595,-1.78596,-0.58856,-0.0625481,-1.14205,-1.94892,-0.75672,0.0414919,-1.13084,-2.366,-1.31404,0.0891719,0.0819,-0.09493,7
-1.01376,0.13131,0.12843,-0.66264,-1.08272,-0.35016,-0.12048,0.0469629,-1.8975,-1.85812,-0.1051,-0.0518171,-1.30018,-1.94892,-0.35734,0.0583429,-1.29714,-2.4024,-1.19548,0.111983,0.1638,-0.0863,7
-1.3464,0.16049,0.12843,-0.54718,-0.95344,-0.93376,-0.30873,0.0638453,-1.77675,-1.74988,-0.64111,-0.0573847,-1.2299,-1.8774,-0.60958,0.0527753,-1.34703,-2.457,-1.14608,0.118335,0.1638,-0.06041,7
-1.25136,0.08754,-0.25686,-0.53212,-1.14736,-0.4377,-0.10542,0.114646,-1.88025,-1.64164,-0.2102,-0.0559736,-1.37046,-1.66284,-0.36785,-0.0008936,-1.36366,-2.0748,-0.91884,0.0110264,0.0546,-0.12945,7
-1.40976,0.16049,-0.07135,-0.55722,-1.09888,-0.33557,-0.14307,0.0819045,-1.74225,-1.7138,-0.17867,-0.0572855,-1.31775,-1.82376,-0.24173,0.0345145,-1.34703,-2.457,-0.78052,0.111994,0.2002,-0.09493,7
-1.29888,0.16049,0.11416,-0.59236,-0.8888,-0.05836,-0.12048,0.0683986,-1.5525,-1.49732,-0.28377,-0.0528314,-1.10691,-1.68072,-0.33632,0.0389686,-1.18073,-2.1658,-1.04728,0.0926086,0.1547,-0.09493,7
-1.36224,0.27721,0.01427,-0.48192,-0.6464,-0.08754,-0.09036,0.020633,-1.22475,-1.1726,-0.33632,-0.051207,-0.89607,-1.46616,-0.32581,0.083433,-1.03106,-2.0202,-0.988,0.137073,-0.0273,-0.13808,7
-1.4256,0.17508,0.18551,-0.5773,-1.11504,-0.35016,-0.09036,0.0923749,-1.84575,-1.74988,-0.1051,-0.0647751,-1.35289,-1.82376,-0.24173,0.0392649,-1.36366,-2.3296,-0.91884,0.0631049,0.2548,-0.10356,7
-1.20384,0.16049,0.17124,-0.68272,-1.14736,-0.2918,-0.09036,0.0874806,-1.91475,-1.78596,-0.17867,-0.0651794,-1.33532,-1.91316,-0.33632,0.0449806,-1.3304,-2.4206,-1.0374,0.0747806,0.2457,-0.07767,7
-1.52064,0.20426,0.17124,-0.57228,-1.11504,-0.18967,-0.09036,0.066045,-1.8975,-1.76792,-0.06306,-0.064165,-1.37046,-1.89528,-0.2102,0.064355,-1.3304,-2.366,-0.95836,0.088195,0.2548,-0.07767,7
-1.63152,0.24803,0.22832,-0.62248,-1.19584,-0.27721,-0.09789,0.0355027,-1.63875,-1.804,-0.83029,-0.0722573,-1.2299,-2.00256,-0.70417,0.111343,-1.31377,-2.366,-1.04728,0.170943,0.4459,-0.11219,7
-1.52064,0.17508,0.17124,-0.54216,-1.01808,-0.13131,-0.09789,0.046468,-1.863,-1.82204,-0.06306,-0.065782,-1.35289,-1.788,-0.18918,0.087218,-1.36366,-2.3842,-0.99788,0.134898,0.1001,-0.07767,7
-1.56816,0.27721,0.18551,-0.55722,-1.01808,-0.18967,-0.09789,0.0832683,-1.6215,-1.51536,-0.2102,-0.0738817,-1.12448,-1.62708,-0.27326,0.0668783,-1.19736,-2.1112,-0.95836,0.114558,0.091,-0.04315,7
-1.44144,0.27721,0.24259,-0.59738,-1.34128,-0.53983,-0.06777,0.11601,-2.05275,-1.67772,-0.05255,-0.0725698,-1.44074,-1.80588,-0.18918,0.0314702,-1.39692,-2.4024,-0.8398,0.0493502,0.2002,-0.0863,7
-1.61568,0.23344,0.18551,-0.51706,-1.27664,-0.24803,-0.09789,0.098292,-1.98375,-1.78596,-0.02102,-0.076818,-1.38803,-1.77012,-0.17867,0.057822,-1.39692,-2.4024,-0.95836,0.105502,0.1638,-0.05178,7
-1.6632,0.27721,0.24259,-0.53212,-1.30896,-0.26262,-0.09789,0.0945746,-2.05275,-1.78596,-0.02102,-0.0715554,-1.4056,-1.8774,-0.19969,0.0508446,-1.36366,-2.3842,-0.9386,0.0746846,0.2366,-0.09493,7
-1.4256,0.23344,-0.02854,-0.48694,-1.08272,-0.30639,-0.06777,0.0697624,-1.63875,-1.65968,-0.30479,-0.0694276,-1.19476,-1.75224,-0.33632,0.0713324,-1.24725,-2.184,-0.95836,0.101132,0.1456,-0.09493,7
-1.584,0.18967,0.17124,-0.56726,-1.27664,-0.26262,-0.06777,0.0927158,-2.001,-1.82204,-0.04204,-0.0689242,-1.47588,-1.85952,-0.25224,0.0473558,-1.38029,-2.4206,-1.01764,0.0711958,0.2457,-0.09493,7
